;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032;RF1039
1998-08-31;201,256368;1972,672026;188,722981;98,359861;117,833884;128,95988;108,537666;119,812686;80,815437;93,448986;101,732792;71,740959;110,231154
1998-09-30;200,507364;1990,022335;186,468596;98,574379;118,961285;129,866184;108,05532;119,634247;81,248397;93,218247;101,491896;70,88679;110,019302
1998-10-31;199,741787;1991,004045;184,781384;98,804648;119,990783;130,484155;107,543265;119,281693;81,694683;92,94037;101,191866;69,926082;109,77363
1998-11-30;198,664383;1973,669087;183,822319;99,110355;120,930908;130,766095;107,085357;118,801328;82,141938;92,640732;100,863243;68,946274;109,584118
1998-12-31;197,096298;1940,102902;183,695305;99,519155;121,795996;130,715382;106,72227;118,218732;82,558465;92,358235;100,553785;68,036212;109,416779
1999-01-31;194,980474;1895,808029;184,324079;99,989446;122,526534;130,338289;106,466736;117,513271;82,925601;92,129211;100,308012;67,262054;109,260829
1999-02-28;192,452066;1855,379358;185,567614;100,502086;123,132103;129,708853;106,382742;116,739598;83,276364;92,011393;100,188114;66,718524;109,122618
1999-03-31;189,864703;1828,172493;187,164308;101,019087;123,625264;128,923151;106,460406;115,9028;83,616478;92,023217;100,215451;66,447667;109,033648
1999-04-30;187,699744;1822,991912;188,850302;101,528581;124,037218;128,035548;106,642947;115,021241;83,935927;92,147339;100,371005;66,416278;109,061386
1999-05-31;186,251108;1840,425923;190,491685;102,099112;124,376205;127,128255;106,931281;114,165617;84,222918;92,363237;100,626165;66,588589;109,237623
1999-06-30;185,652751;1873,898674;191,88628;102,763906;124,599218;126,271703;107,308819;113,413288;84,471385;92,646067;100,953853;66,912624;109,590608
1999-07-31;185,692361;1910,679353;192,912124;103,540073;124,738393;125,514455;107,732661;112,79406;84,669231;92,958362;101,312927;67,404834;110,052761
1999-08-31;185,899865;1939,343441;193,529795;104,436068;124,7528;124,887092;108,218404;112,370843;84,861724;93,270036;101,664171;68,079974;110,482698
1999-09-30;186,005993;1955,254164;193,743644;105,358604;124,620455;124,383681;108,723177;112,152156;85,085724;93,536678;101,95224;68,866861;110,731758
1999-10-31;185,856545;1957,234404;193,572477;106,221183;124,417919;123,946046;109,186405;112,124692;85,357225;93,721535;102,141248;69,648792;110,746005
1999-11-30;185,437534;1948,65131;193,106363;106,974798;124,194888;123,572333;109,584734;112,293318;85,70373;93,813501;102,226672;70,310261;110,570826
1999-12-31;184,88466;1935,477108;192,52332;107,528646;123,961767;123,282705;109,855064;112,602843;86,128566;93,795902;102,196118;70,775499;110,300612
2000-01-31;184,382973;1918,437321;192,123219;107,854856;123,744755;123,112839;109,9623;113,057667;86,631483;93,673796;102,057506;71,02622;109,976946
2000-02-29;183,979463;1889,980461;192,148149;107,973426;123,545547;123,156536;109,87851;113,640386;87,193319;93,464212;101,831318;71,104959;109,576627
2000-03-31;183,563622;1848,931435;192,712605;107,92421;123,424463;123,495961;109,584145;114,287145;87,788996;93,17898;101,533009;71,058015;109,089093
